ComponentID,JSON_Short,JSON_All,Name,Star_Name2,Star_Name3,NameQuality?,StarNameLen,HasSpaces,Has+-,Mass,Diameter,MassKG,DiamKM,IsClosed,LastUpdated,MassSource,DiameterSource,IsDiameterArcsec,Star_RA,Star_DEC,theta,phi,loc_x,loc_y,loc_z,gal_x,gal_y,gal_z,Star_Distance,Star_Mass,Star_Diameter,Star_Spectra,Star_Luminocity,Luminosity Fixed,Age,Metallicity,ProperMotion,PMAngle,RadialVelocity,Temp (K),StarType,ColorCode,PointsOfInterest,,,,,,,,,,
187201," { starName:""A"", id:187201, galX:-12.287, galY:-27.832, galZ:15.942,  dist:34.35, color:0xffbb7b}, "," { starName:""A"", id:187201, mass:3.9782E+29, diameter:584640, galX:-12.287, galY:-27.832, galZ:15.942,  dist:34.35, starType:""M4(V)"", temp:2850, color:0xffbb7b}, ",A,,A,1,0,1,0,2.00E-01,4.20E-01,3.98E+29," 584,640 ",0,2/28/1999 0:00,,Fracassini,0,9.52205,-12.51197222,2.492866861,1.789171438,-26.72188179,20.26041744,-7.441708033,-12.287,-27.832,15.942,34.35,0.2,0.42,M4,V,V,0,0,0.731,85.4,7.3,2850,M4(V),0xffbb7b,0,,,,,,,,,,
187202," { starName:""B"", id:187202, galX:-12.287, galY:-27.832, galZ:15.942,  dist:34.35, color:0xffbb7b}, "," { starName:""B"", id:187202, mass:3.9782E+29, diameter:584640, galX:-12.287, galY:-27.832, galZ:15.942,  dist:34.35, starType:""M4(V)"", temp:2850, color:0xffbb7b}, ",B,,B,1,0,1,0,2.00E-01,4.20E-01,3.98E+29," 584,640 ",0,2/28/1999 0:00,,Fracassini,0,9.52205,-12.51197222,2.492866861,1.789171438,-26.72188179,20.26041744,-7.441708033,-12.287,-27.832,15.942,34.35,0.2,0.42,M4,V,V,0,0,0.731,85.4,7.3,2850,M4(V),0xffbb7b,0,,,,,,,,,,
187301," { starName:""Theta Ursae Majoris"", id:187301, galX:-29.473, galY:7.573, galZ:31.759,  dist:43.99, color:0xf6f3ff}, "," { starName:""Theta Ursae Majoris"", id:187301, mass:0, diameter:2450, galX:-29.473, galY:7.573, galZ:31.759,  dist:43.99, starType:""F6(V)"", temp:6450, color:0xf6f3ff}, ",A,Theta Ursae Majoris,Theta Ursae Majoris,6,1,1,1,,1.76E-03,0.00E+00," 2,450 ",0,2/28/1999 0:00,,Fracassini,1,9.547614444,51.67732778,2.499559616,0.668856808,-21.84619438,16.33458871,34.51152131,-29.473,7.573,31.759,43.99,0,0.00176,F6,IV,V,2500,0.896876,1.095,240.4,15.3,6450,F6(V),0xf6f3ff,0,,,,,,,,,,
187302," { starName:""Theta Ursae Majoris"", id:187302, galX:-29.473, galY:7.573, galZ:31.759,  dist:43.99, color:0xffc97f}, "," { starName:""Theta Ursae Majoris"", id:187302, mass:2.38692E+29, diameter:403680, galX:-29.473, galY:7.573, galZ:31.759,  dist:43.99, starType:"""", temp:5000, color:0xffc97f}, ",B,Theta Ursae Majoris,Theta Ursae Majoris,6,1,1,1,1.20E-01,2.90E-01,2.39E+29," 403,680 ",0,2/28/1999 0:00,,Fracassini,0,9.547614444,51.67732778,2.499559616,0.668856808,-21.84619438,16.33458871,34.51152131,-29.473,7.573,31.759,43.99,0.12,0.29,M,V-VI,V,2500,0.896876,1.095,240.4,15.3,5000,,0xffc97f,0,,,,,,,,,,
187401," { starName:""A"", id:187401, galX:-36.899, galY:-14.709, galZ:42.088,  dist:57.88, color:0xffefdd}, "," { starName:""A"", id:187401, mass:0, diameter:1211040, galX:-36.899, galY:-14.709, galZ:42.088,  dist:57.88, starType:""G9(V)"", temp:5200, color:0xffefdd}, ",A,,A,1,0,1,0,,8.70E-01,0.00E+00," 1,211,040 ",0,2/28/1999 0:00,,Fracassini,0,9.545493056,26.98843611,2.499004238,1.099759257,-41.28963507,30.9083841,26.26656103,-36.899,-14.709,42.088,57.88,0,0.87,G9,V,V,10,0,0.292,209.6,9.3,5200,G9(V),0xffefdd,0,,,,,,,,,,
187402," { starName:""B"", id:187402, galX:0, galY:0, galZ:0,  dist:0, color:0xffc97f}, "," { starName:""B"", id:187402, mass:0, diameter:0, galX:0, galY:0, galZ:0,  dist:0, starType:"""", temp:5000, color:0xffc97f}, ",B,,B,1,0,1,0,,,0.00E+00, -   ,0,2/28/1999 0:00,,,0,9.498333333,27.22,2.486657852,1.095717704,0,0,0,0,0,0,0,0,0,M,V,V,10,0,0.292,209.6,9.3,5000,,0xffc97f,0,,,,,,,,,,
187501," { starName:""11 Leonis Minoris"", id:187501, galX:-23.907, galY:-3.734, galZ:27.267,  dist:36.46, color:0xfff1df}, "," { starName:""11 Leonis Minoris"", id:187501, mass:0, diameter:1308, galX:-23.907, galY:-3.734, galZ:27.267,  dist:36.46, starType:""G8(V)"", temp:5280, color:0xfff1df}, ",A,11 Leonis Minoris,11 Leonis Minoris,5,1,0,1,,9.40E-04,0.00E+00," 1,308 ",0,2/28/1999 0:00,,Fracassini,1,9.594300278,35.81021667,2.511781939,0.94579014,-23.89471755,17.41506413,21.3328295,-23.907,-3.734,27.267,36.46,0,0.00094,G8,V,V,0,1,0.775,251.4,14.9,5280,G8(V),0xfff1df,0,,,,,,,,,,
187502," { starName:""11 Leonis Minoris"", id:187502, galX:-23.907, galY:-3.734, galZ:27.267,  dist:36.46, color:0xffc97f}, "," { starName:""11 Leonis Minoris"", id:187502, mass:0, diameter:334080, galX:-23.907, galY:-3.734, galZ:27.267,  dist:36.46, starType:"""", temp:5000, color:0xffc97f}, ",B,11 Leonis Minoris,11 Leonis Minoris,5,1,0,1,,2.40E-01,0.00E+00," 334,080 ",0,2/28/1999 0:00,,Fracassini,0,9.594300278,35.81021667,2.511781939,0.94579014,-23.89471755,17.41506413,21.3328295,-23.907,-3.734,27.267,36.46,0,0.24,M,V,V,0,1,0.775,251.4,14.9,5000,,0xffc97f,0,,,,,,,,,,
187601," { starName:""Theta Antliae"", id:187601, galX:-10.881, galY:-57.784, galZ:21.814,  dist:62.72, color:0xf6f3ff}, "," { starName:""Theta Antliae"", id:187601, mass:0, diameter:1475520, galX:-10.881, galY:-57.784, galZ:21.814,  dist:62.72, starType:""F6(V)"", temp:6450, color:0xf6f3ff}, ",A,Theta Antliae,Theta Antliae,6,1,1,1,,1.06E+00,0.00E+00," 1,475,520 ",0,2/28/1999 0:00,,Fracassini,0,9.736697222,-26.23047222,2.549061372,2.028604431,-46.670428,31.41983632,-27.72117306,-10.881,-57.784,21.814,62.72,0,1.06,F6,V,V,0,0,0.059,301.2,24,6450,F6(V),0xf6f3ff,0,,,,,,,,,,
187602," { starName:""Theta Antliae"", id:187602, galX:-10.881, galY:-57.784, galZ:21.814,  dist:62.72, color:0xfff9f9}, "," { starName:""Theta Antliae"", id:187602, mass:0, diameter:0, galX:-10.881, galY:-57.784, galZ:21.814,  dist:62.72, starType:""F8(V)"", temp:6150, color:0xfff9f9}, ",B,Theta Antliae,Theta Antliae,6,1,1,1,,,0.00E+00, -   ,0,2/28/1999 0:00,,,0,9.736697222,-26.23047222,2.549061372,2.028604431,-46.670428,31.41983632,-27.72117306,-10.881,-57.784,21.814,62.72,0,0,F8,V,V,0,0,0.059,301.2,24,6150,F8(V),0xfff9f9,0,,,,,,,,,,
187701," { starName:""A"", id:187701, galX:10.087, galY:-84.875, galZ:2.722,  dist:85.52, color:0xffe0bc}, "," { starName:""A"", id:187701, mass:0, diameter:1155360, galX:10.087, galY:-84.875, galZ:2.722,  dist:85.52, starType:""K1(V)"", temp:4900, color:0xffe0bc}, ",A,,A,1,0,1,0,,8.30E-01,0.00E+00," 1,155,360 ",0,3/1/1999 0:00,,Fracassini,0,9.8129675,-51.38433333,2.569028884,2.467622127,-44.86033504,28.91659442,-66.82103941,10.087,-84.875,2.722,85.52,0,0.83,K1,V,V,0,0,0.358,312.5,4.4,4900,K1(V),0xffe0bc,0,,,,,,,,,,
187702," { starName:""B"", id:187702, galX:10.087, galY:-84.875, galZ:2.722,  dist:85.52, color:0xffc97f}, "," { starName:""B"", id:187702, mass:0, diameter:668160, galX:10.087, galY:-84.875, galZ:2.722,  dist:85.52, starType:"""", temp:5000, color:0xffc97f}, ",B,,B,1,0,1,0,,4.80E-01,0.00E+00," 668,160 ",0,3/1/1999 0:00,,Fracassini,0,9.8129675,-51.38433333,2.569028884,2.467622127,-44.86033504,28.91659442,-66.82103941,10.087,-84.875,2.722,85.52,0,0.48,M,V,V,0,0,0.358,312.5,4.4,5000,,0xffc97f,0,,,,,,,,,,
187801," { starName:""A"", id:187801, galX:-8.561, galY:-78.698, galZ:26.828,  dist:83.59, color:0xffc891}, "," { starName:""A"", id:187801, mass:0, diameter:0, galX:-8.561, galY:-78.698, galZ:26.828,  dist:83.59, starType:""M0(V)"", temp:3530, color:0xffc891}, ",A,,A,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,9.891136111,-30.24766667,2.589493379,2.098717701,-61.48119233,37.87225022,-42.10752608,-8.561,-78.698,26.828,83.59,0,0,M0,V,V,0,0,0.204,228.9,0,3530,M0(V),0xffc891,0,,,,,,,,,,
187802," { starName:""B"", id:187802, galX:-8.561, galY:-78.698, galZ:26.828,  dist:83.59, color:0xffc97f}, "," { starName:""B"", id:187802, mass:0, diameter:0, galX:-8.561, galY:-78.698, galZ:26.828,  dist:83.59, starType:"""", temp:5000, color:0xffc97f}, ",B,,B,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,9.891136111,-30.24766667,2.589493379,2.098717701,-61.48119233,37.87225022,-42.10752608,-8.561,-78.698,26.828,83.59,0,0,M,V,V,0,0,0.204,228.9,0,5000,,0xffc97f,0,,,,,,,,,,
187901," { starName:""A"", id:187901, galX:-44.744, galY:3.482, galZ:56.903,  dist:72.48, color:0xffc97f}, "," { starName:""A"", id:187901, mass:0, diameter:0, galX:-44.744, galY:3.482, galZ:56.903,  dist:72.48, starType:"""", temp:5000, color:0xffc97f}, ",A,,A,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,9.936944444,44.08333333,2.601485972,0.801397015,-44.653287,26.77297876,50.42461669,-44.744,3.482,56.903,72.48,0,0,M,V-VI,V,0,0,0.228,199,0,5000,,0xffc97f,0,,,,,,,,,,
187902," { starName:""B"", id:187902, galX:0, galY:0, galZ:0,  dist:0, color:0xffc97f}, "," { starName:""B"", id:187902, mass:0, diameter:0, galX:0, galY:0, galZ:0,  dist:0, starType:"""", temp:5000, color:0xffc97f}, ",B,,B,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,9.9375,44.08333333,2.601631416,0.801397015,0,0,0,0,0,0,0,0,0,M,V-VI,V,0,0,0.228,199,0,5000,,0xffc97f,0,,,,,,,,,,
188001," { starName:""A"", id:188001, galX:-38.432, galY:38.425, galZ:43.005,  dist:69.31, color:0xffc97f}, "," { starName:""A"", id:188001, mass:0, diameter:918720, galX:-38.432, galY:38.425, galZ:43.005,  dist:69.31, starType:"""", temp:5000, color:0xffc97f}, ",A,,A,1,0,1,0,,6.60E-01,0.00E+00," 918,720 ",0,3/1/1999 0:00,,Fracassini,0,10.18300583,75.14152222,2.665904693,0.259329359,-15.80009651,8.13929854,66.99242397,-38.432,38.425,43.005,69.31,0,0.66,,,,0,0,0.349,40,-48.9,5000,,0xffc97f,0,,,,,,,,,,
188002," { starName:""B"", id:188002, galX:-38.432, galY:38.425, galZ:43.005,  dist:69.31, color:0xffc97f}, "," { starName:""B"", id:188002, mass:0, diameter:890880, galX:-38.432, galY:38.425, galZ:43.005,  dist:69.31, starType:"""", temp:5000, color:0xffc97f}, ",B,,B,1,0,1,0,,6.40E-01,0.00E+00," 890,880 ",0,3/1/1999 0:00,,Fracassini,0,10.18300583,75.14152222,2.665904693,0.259329359,-15.80009651,8.13929854,66.99242397,-38.432,38.425,43.005,69.31,0,0.64,,,,0,0,0.349,40,-48.9,5000,,0xffc97f,0,,,,,,,,,,
188101," { starName:""A"", id:188101, galX:-1.42, galY:-95.388, galZ:30.628,  dist:100.2, color:0xfff9f9}, "," { starName:""A"", id:188101, mass:0, diameter:1419840, galX:-1.42, galY:-95.388, galZ:30.628,  dist:100.2, starType:""F8(V)"", temp:6150, color:0xfff9f9}, ",A,,A,1,0,1,0,,1.02E+00,0.00E+00," 1,419,840 ",0,3/1/1999 0:00,,Fracassini,0,10.15882778,-34.14320278,2.659574893,2.166707632,-73.48041583,38.44335097,-56.23857445,-1.42,-95.388,30.628,100.2,0,1.02,F8,V,V,0,0.357949,0.442,271.2,36.8,6150,F8(V),0xfff9f9,0,,,,,,,,,,
188102," { starName:""B"", id:188102, galX:-1.42, galY:-95.388, galZ:30.628,  dist:100.2, color:0xffead5}, "," { starName:""B"", id:188102, mass:0, diameter:0, galX:-1.42, galY:-95.388, galZ:30.628,  dist:100.2, starType:""K-(V)"", temp:5000, color:0xffead5}, ",B,,B,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,10.15882778,-34.14320278,2.659574893,2.166707632,-73.48041583,38.44335097,-56.23857445,-1.42,-95.388,30.628,100.2,0,0,K-M,V,V,0,0.357949,0.442,271.2,36.8,5000,K-(V),0xffead5,0,,,,,,,,,,
188201," { starName:""A"", id:188201, galX:16.271, galY:-131.331, galZ:18.801,  dist:133.67, color:0xfff1df}, "," { starName:""A"", id:188201, mass:0, diameter:1030080, galX:16.271, galY:-131.331, galZ:18.801,  dist:133.67, starType:""G8(V)"", temp:5280, color:0xfff1df}, ",A,,A,1,0,1,0,,7.40E-01,0.00E+00," 1,030,080 ",0,3/1/1999 0:00,,Fracassini,0,10.21554861,-46.52455278,2.674424372,2.382802956,-82.11586511,41.41995013,-97.00021303,16.271,-131.331,18.801,133.67,0,0.74,G8,V,V,0,0,0.269,302.7,0.3,5280,G8(V),0xfff1df,0,,,,,,,,,,
188202," { starName:""B"", id:188202, galX:16.271, galY:-131.331, galZ:18.801,  dist:133.67, color:0xffc97f}, "," { starName:""B"", id:188202, mass:0, diameter:723840, galX:16.271, galY:-131.331, galZ:18.801,  dist:133.67, starType:"""", temp:5000, color:0xffc97f}, ",B,,B,1,0,1,0,,5.20E-01,0.00E+00," 723,840 ",0,3/1/1999 0:00,,Fracassini,0,10.21554861,-46.52455278,2.674424372,2.382802956,-82.11586511,41.41995013,-97.00021303,16.271,-131.331,18.801,133.67,0,0.52,K,V,V,0,0,0.269,302.7,0.3,5000,,0xffc97f,0,,,,,,,,,,
188301," { starName:""39 Leonis"", id:188301, galX:-35.721, galY:-21.921, galZ:61.111,  dist:74.11, color:0xfff9f9}, "," { starName:""39 Leonis"", id:188301, mass:2.048773E+30, diameter:1378080, galX:-35.721, galY:-21.921, galZ:61.111,  dist:74.11, starType:""F8(V)"", temp:6150, color:0xfff9f9}, ",A,39 Leonis,39 Leonis,5,1,0,1,1.03E+00,9.90E-01,2.05E+30," 1,378,080 ",0,3/1/1999 0:00,,Fracassini,0,10.28737056,23.10612778,2.693227314,1.16751832,-61.42723625,29.54899209,29.0833941,-35.721,-21.921,61.111,74.11,1.03,0.99,F8w,V,V,6200,0.35,0.429,255.1,37.5,6150,F8(V),0xfff9f9,0,,,,,,,,,,
188302," { starName:""39 Leonis"", id:188302, galX:-35.721, galY:-21.921, galZ:61.111,  dist:74.11, color:0xffcc8e}, "," { starName:""39 Leonis"", id:188302, mass:4.77384E+29, diameter:376, galX:-35.721, galY:-21.921, galZ:61.111,  dist:74.11, starType:""M1(V)"", temp:3360, color:0xffcc8e}, ",B,39 Leonis,39 Leonis,5,1,0,1,2.40E-01,2.70E-04,4.77E+29, 376 ,0,3/1/1999 0:00,,Fracassini,1,10.28737056,23.10612778,2.693227314,1.16751832,-61.42723625,29.54899209,29.0833941,-35.721,-21.921,61.111,74.11,0.24,0.00027,M1,V,V,6200,0.35,0.429,255.1,37.5,3360,M1(V),0xffcc8e,0,,,,,,,,,,
188401," { starName:""A"", id:188401, galX:17.494, galY:-62.949, galZ:-2.601,  dist:65.39, color:0xffce81}, "," { starName:""A"", id:188401, mass:0, diameter:849120, galX:17.494, galY:-62.949, galZ:-2.601,  dist:65.39, starType:""M3(V)"", temp:3020, color:0xffce81}, ",A,,A,1,0,1,0,,6.10E-01,0.00E+00," 849,120 ",0,3/1/1999 0:00,,Fracassini,0,10.37347222,-59.82277778,2.715768677,2.614900767,-29.93466962,13.57765596,-56.52800115,17.494,-62.949,-2.601,65.39,0,0.61,M3,0,V,0,0,0.557,141.2,24.7,3020,M3(V),0xffce81,0,,,,,,,,,,
188402," { starName:""B"", id:188402, galX:0, galY:0, galZ:0,  dist:0, color:0xffc97f}, "," { starName:""B"", id:188402, mass:0, diameter:570720, galX:0, galY:0, galZ:0,  dist:0, starType:"""", temp:5000, color:0xffc97f}, ",B,,B,1,0,1,0,,4.10E-01,0.00E+00," 570,720 ",0,3/1/1999 0:00,,Fracassini,0,10.34361111,-58.085,2.707951057,2.584570823,0,0,0,0,0,0,0,0,0.41,M,0,V,0,0,0.557,141.2,24.7,5000,,0xffc97f,0,,,,,,,,,,
188501," { starName:""A"", id:188501, galX:-35.972, galY:11.163, galZ:51.673,  dist:63.95, color:0xffc97f}, "," { starName:""A"", id:188501, mass:0, diameter:0, galX:-35.972, galY:11.163, galZ:51.673,  dist:63.95, starType:"""", temp:5000, color:0xffc97f}, ",A,,A,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,10.3825,50.71,2.718132144,0.685739863,-36.91914916,16.64055393,49.49415006,-35.972,11.163,51.673,63.95,0,0,M,V-VI,V,0,0,0.627,214.4,0,5000,,0xffc97f,0,,,,,,,,,,
188502," { starName:""B"", id:188502, galX:0, galY:0, galZ:0,  dist:0, color:0xffc97f}, "," { starName:""B"", id:188502, mass:0, diameter:0, galX:0, galY:0, galZ:0,  dist:0, starType:"""", temp:5000, color:0xffc97f}, ",B,,B,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,10.38277778,50.71333333,2.718204866,0.685681685,0,0,0,0,0,0,0,0,0,M,V-VI,V,0,0,0.627,214.4,0,5000,,0xffc97f,0,,,,,,,,,,
188601," { starName:""A"", id:188601, galX:-42.062, galY:11.164, galZ:63.306,  dist:76.83, color:0xfff9fc}, "," { starName:""A"", id:188601, mass:0, diameter:1322400, galX:-42.062, galY:11.164, galZ:63.306,  dist:76.83, starType:""F9(V)"", temp:6000, color:0xfff9fc}, ",A,,A,1,0,1,0,,9.50E-01,0.00E+00," 1,322,400 ",0,3/1/1999 0:00,,Fracassini,0,10.46773028,48.785,2.740445378,0.719337451,-46.60352682,19.76671025,57.79478656,-42.062,11.164,63.306,76.83,0,0.95,F9,V,V,5400,0.588844,0.886,175,-6.8,6000,F9(V),0xfff9fc,0,,,,,,,,,,
188602," { starName:""B"", id:188602, galX:-42.062, galY:11.164, galZ:63.306,  dist:76.83, color:0xffc97f}, "," { starName:""B"", id:188602, mass:0, diameter:570720, galX:-42.062, galY:11.164, galZ:63.306,  dist:76.83, starType:"""", temp:5000, color:0xffc97f}, ",B,,B,1,0,1,0,,4.10E-01,0.00E+00," 570,720 ",0,3/1/1999 0:00,,Fracassini,0,10.46773028,48.785,2.740445378,0.719337451,-46.60352682,19.76671025,57.79478656,-42.062,11.164,63.306,76.83,0,0.41,M,V,V,5400,0.588844,0.886,175,-6.8,5000,,0xffc97f,0,,,,,,,,,,
188701," { starName:""A"", id:188701, galX:-31.386, galY:16.28, galZ:44.752,  dist:57.04, color:0xffc891}, "," { starName:""A"", id:188701, mass:0, diameter:946560, galX:-31.386, galY:16.28, galZ:44.752,  dist:57.04, starType:""M0(V)"", temp:3530, color:0xffc891}, ",A,,A,1,0,1,0,,6.80E-01,0.00E+00," 946,560 ",0,3/1/1999 0:00,,Fracassini,0,10.52870556,57.11572222,2.756408669,0.573938919,-28.70036934,11.63616972,47.90041706,-31.386,16.28,44.752,57.04,0,0.68,M0e,V,V,0,0,0.251,325,-2,3530,M0(V),0xffc891,0,,,,,,,,,,
188702," { starName:""B"", id:188702, galX:0, galY:0, galZ:0,  dist:0, color:0xffc97f}, "," { starName:""B"", id:188702, mass:0, diameter:0, galX:0, galY:0, galZ:0,  dist:0, starType:"""", temp:5000, color:0xffc97f}, ",B,,B,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,10.47138889,57.34166667,2.741403201,0.569995445,0,0,0,0,0,0,0,0,0,M,V,V,0,0,0.251,325,-2,5000,,0xffc97f,0,,,,,,,,,,
188801," { starName:""A"", id:188801, galX:-6.309, galY:-64.194, galZ:39.899,  dist:75.85, color:0xffc97f}, "," { starName:""A"", id:188801, mass:0, diameter:0, galX:-6.309, galY:-64.194, galZ:39.899,  dist:75.85, starType:"""", temp:5000, color:0xffc97f}, ",A,,A,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,10.51746111,-20.3525,2.75346488,1.926014463,-65.82516528,26.9138054,-26.38024251,-6.309,-64.194,39.899,75.85,0,0,,,,0,0,0.429,144,0,5000,,0xffc97f,0,,,,,,,,,,
188802," { starName:""B"", id:188802, galX:-6.309, galY:-64.194, galZ:39.899,  dist:75.85, color:0xffc97f}, "," { starName:""B"", id:188802, mass:0, diameter:0, galX:-6.309, galY:-64.194, galZ:39.899,  dist:75.85, starType:"""", temp:5000, color:0xffc97f}, ",B,,B,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,10.51746111,-20.3525,2.75346488,1.926014463,-65.82516528,26.9138054,-26.38024251,-6.309,-64.194,39.899,75.85,0,0,,,,0,0,0.429,144,0,5000,,0xffc97f,0,,,,,,,,,,
188803," { starName:""C"", id:188803, galX:-6.309, galY:-64.194, galZ:39.899,  dist:75.85, color:0xffc97f}, "," { starName:""C"", id:188803, mass:0, diameter:0, galX:-6.309, galY:-64.194, galZ:39.899,  dist:75.85, starType:"""", temp:5000, color:0xffc97f}, ",C,,C,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,10.51746111,-20.3525,2.75346488,1.926014463,-65.82516528,26.9138054,-26.38024251,-6.309,-64.194,39.899,75.85,0,0,M,V,V,0,0,0.429,144,0,5000,,0xffc97f,0,,,,,,,,,,
188901," { starName:""A"", id:188901, galX:-35.556, galY:7.334, galZ:55.779,  dist:66.56, color:0xffc97f}, "," { starName:""A"", id:188901, mass:0, diameter:0, galX:-35.556, galY:7.334, galZ:55.779,  dist:66.56, starType:"""", temp:5000, color:0xffc97f}, ",A,,A,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,10.52555556,46.56333333,2.755584001,0.758112849,-42.39616811,17.22966634,48.33153347,-35.556,7.334,55.779,66.56,0,0,M,V-VI,V,0,0,0.411,257,0,5000,,0xffc97f,0,,,,,,,,,,
188902," { starName:""B"", id:188902, galX:0, galY:0, galZ:0,  dist:0, color:0xffc97f}, "," { starName:""B"", id:188902, mass:0, diameter:0, galX:0, galY:0, galZ:0,  dist:0, starType:"""", temp:5000, color:0xffc97f}, ",B,,B,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,10.52444444,46.56666667,2.755293112,0.758054672,0,0,0,0,0,0,0,0,0,M,V-VI,V,0,0,0.411,257,0,5000,,0xffc97f,0,,,,,,,,,,
189001," { starName:""A"", id:189001, galX:4.986, galY:-49.705, galZ:18.607,  dist:53.31, color:0xffc690}, "," { starName:""A"", id:189001, mass:0, diameter:0, galX:4.986, galY:-49.705, galZ:18.607,  dist:53.31, starType:""K7(V)"", temp:4000, color:0xffc690}, ",A,,A,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,10.69769889,-35.36641667,2.80065102,2.188056742,-40.97028563,14.53612179,-30.85600361,4.986,-49.705,18.607,53.31,0,0,K7,V,V,0,0,0.169,291.9,0,4000,K7(V),0xffc690,0,,,,,,,,,,
189002," { starName:""B"", id:189002, galX:4.986, galY:-49.705, galZ:18.607,  dist:53.31, color:0xffc97f}, "," { starName:""B"", id:189002, mass:0, diameter:0, galX:4.986, galY:-49.705, galZ:18.607,  dist:53.31, starType:"""", temp:5000, color:0xffc97f}, ",B,,B,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,10.69769889,-35.36641667,2.80065102,2.188056742,-40.97028563,14.53612179,-30.85600361,4.986,-49.705,18.607,53.31,0,0,,,,0,0,0.169,291.9,0,5000,,0xffc97f,0,,,,,,,,,,
189101," { starName:""A"", id:189101, galX:-33.552, galY:-8.559, galZ:65.538,  dist:74.13, color:0xffc97f}, "," { starName:""A"", id:189101, mass:0, diameter:0, galX:-33.552, galY:-8.559, galZ:65.538,  dist:74.13, starType:"""", temp:5000, color:0xffc97f}, ",A,,A,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,10.70166667,32.675,2.801689782,1.000509994,-58.82865114,20.80343471,40.02079221,-33.552,-8.559,65.538,74.13,0,0,M,V-VI,V,0,0,0.213,277,0,5000,,0xffc97f,0,,,,,,,,,,
189102," { starName:""B"", id:189102, galX:0, galY:0, galZ:0,  dist:0, color:0xffc97f}, "," { starName:""B"", id:189102, mass:0, diameter:0, galX:0, galY:0, galZ:0,  dist:0, starType:"""", temp:5000, color:0xffc97f}, ",B,,B,1,0,1,0,,,0.00E+00, -   ,0,3/1/1999 0:00,,,0,10.70222222,32.67,2.801835226,1.00059726,0,0,0,0,0,0,0,0,0,M,V-VI,V,0,0,0.213,277,0,5000,,0xffc97f,0,,,,,,,,,,
189201," { starName:""A"", id:189201, galX:-21.617, galY:-0.665, galZ:40.616,  dist:46.02, color:0xffbe7f}, "," { starName:""A"", id:189201, mass:0, diameter:890880, galX:-21.617, galY:-0.665, galZ:40.616,  dist:46.02, starType:""M2(V)"", temp:3190, color:0xffbe7f}, ",A,,A,1,0,1,0,,6.40E-01,0.00E+00," 890,880 ",0,3/1/1999 0:00,,Fracassini,0,10.75596528,38.51192222,2.815905125,0.898636483,-34.1166722,11.52166146,28.65561716,-21.617,-0.665,40.616,46.02,0,0.64,M2,V,V,0,0,0.16,346.5,-3.2,3190,M2(V),0xffbe7f,0,,,,,,,,,,
189202," { starName:""B"", id:189202, galX:-21.617, galY:-0.665, galZ:40.616,  dist:46.02, color:0xffc97f}, "," { starName:""B"", id:189202, mass:0, diameter:487200, galX:-21.617, galY:-0.665, galZ:40.616,  dist:46.02, starType:"""", temp:5000, color:0xffc97f}, ",B,,B,1,0,1,0,,3.50E-01,0.00E+00," 487,200 ",0,3/1/1999 0:00,,Fracassini,0,10.75596528,38.51192222,2.815905125,0.898636483,-34.1166722,11.52166146,28.65561716,-21.617,-0.665,40.616,46.02,0,0.35,M,V,V,0,0,0.16,346.5,-3.2,5000,,0xffc97f,0,,,,,,,,,,
189301," { starName:""A"", id:189301, galX:-1.959, galY:-34.54, galZ:24.145,  dist:42.19, color:0xffcc8e}, "," { starName:""A"", id:189301, mass:0, diameter:640320, galX:-1.959, galY:-34.54, galZ:24.145,  dist:42.19, starType:""M1(V)"", temp:3360, color:0xffcc8e}, ",A,,A,1,0,1,0,,4.60E-01,0.00E+00," 640,320 ",0,3/1/1999 0:00,,Fracassini,0,10.76086056,-18.88551667,2.817186706,1.900410774,-37.83664002,12.72394713,-13.65598556,-1.959,-34.54,24.145,42.19,0,0.46,M1,V-VI,V,0,0,1.98,250.5,36,3360,M1(V),0xffcc8e,0,,,,,,,,,,
